"Districtname","Currentstate","Nextstate","Changestate","Samestate","Timestep","RunIndex","Region","tick","run"
"Nellore","I","I",0.0,1.0,43,7,7,42.0,7
"Anantapur","I","I",0.0,1.0,43,7,0,42.0,7
"Chittoor","I","I",0.0,1.0,43,7,1,42.0,7
"Guntur","I","I",0.0,1.0,43,7,3,42.0,7
"Prakasam","I","I",0.0,1.0,43,7,8,42.0,7
"East-Godavari","I","I",0.0,1.0,43,7,2,42.0,7
"West-Godavari","I","I",0.0,1.0,44,7,12,43.0,7
"Krishna","I","I",0.0,1.0,44,7,5,43.0,7
"Vizianagaram","I","I",0.0,1.0,44,7,11,43.0,7
"Kadapa","I","I",0.0,1.0,44,7,4,43.0,7
"Srikakulam","I","I",0.0,1.0,44,7,9,43.0,7
"Visakhapatnam","I","I",0.0,1.0,44,7,10,43.0,7
"Kurnool","I","I",0.0,1.0,44,7,6,43.0,7
"Nellore","I","I",0.0,1.0,44,7,7,43.0,7
"Anantapur","I","I",0.0,1.0,44,7,0,43.0,7
"Chittoor","I","I",0.0,1.0,44,7,1,43.0,7
"Guntur","I","I",0.0,1.0,44,7,3,43.0,7
"Prakasam","I","I",0.0,1.0,44,7,8,43.0,7
"East-Godavari","I","I",0.0,1.0,44,7,2,43.0,7
"West-Godavari","I","I",0.0,1.0,45,7,12,44.0,7
"Krishna","I","I",0.0,1.0,45,7,5,44.0,7
"Vizianagaram","I","I",0.0,1.0,45,7,11,44.0,7
"Kadapa","I","I",0.0,1.0,45,7,4,44.0,7
"Srikakulam","I","I",0.0,1.0,45,7,9,44.0,7
"Visakhapatnam","I","I",0.0,1.0,45,7,10,44.0,7
"Kurnool","I","I",0.0,1.0,45,7,6,44.0,7
"Nellore","I","I",0.0,1.0,45,7,7,44.0,7
"Anantapur","I","I",0.0,1.0,45,7,0,44.0,7
"Chittoor","I","I",0.0,1.0,45,7,1,44.0,7
"Guntur","I","I",0.0,1.0,45,7,3,44.0,7
"Prakasam","I","I",0.0,1.0,45,7,8,44.0,7
"East-Godavari","I","I",0.0,1.0,45,7,2,44.0,7
"West-Godavari","I","I",0.0,1.0,46,7,12,45.0,7
"Krishna","I","I",0.0,1.0,46,7,5,45.0,7
"Vizianagaram","I","I",0.0,1.0,46,7,11,45.0,7
"Kadapa","I","I",0.0,1.0,46,7,4,45.0,7
"Srikakulam","I","I",0.0,1.0,46,7,9,45.0,7
"Visakhapatnam","I","I",0.0,1.0,46,7,10,45.0,7
"Kurnool","I","I",0.0,1.0,46,7,6,45.0,7
"Nellore","I","I",0.0,1.0,46,7,7,45.0,7
"Anantapur","I","I",0.0,1.0,46,7,0,45.0,7
"Chittoor","I","I",0.0,1.0,46,7,1,45.0,7
"Guntur","I","I",0.0,1.0,46,7,3,45.0,7
"Prakasam","I","I",0.0,1.0,46,7,8,45.0,7
"East-Godavari","I","I",0.0,1.0,46,7,2,45.0,7
"West-Godavari","I","I",0.0,1.0,47,7,12,46.0,7
"Krishna","I","I",0.0,1.0,47,7,5,46.0,7
"Vizianagaram","I","I",0.0,1.0,47,7,11,46.0,7
"Kadapa","I","I",0.0,1.0,47,7,4,46.0,7
"Srikakulam","I","I",0.0,1.0,47,7,9,46.0,7
"Visakhapatnam","I","I",0.0,1.0,47,7,10,46.0,7
"Kurnool","I","I",0.0,1.0,47,7,6,46.0,7
"Nellore","I","I",0.0,1.0,47,7,7,46.0,7
"Anantapur","I","I",0.0,1.0,47,7,0,46.0,7
"Chittoor","I","I",0.0,1.0,47,7,1,46.0,7
"Guntur","I","I",0.0,1.0,47,7,3,46.0,7
"Prakasam","I","I",0.0,1.0,47,7,8,46.0,7
"East-Godavari","I","I",0.0,1.0,47,7,2,46.0,7
"West-Godavari","I","I",0.0,1.0,48,7,12,47.0,7
"Krishna","I","I",0.0,1.0,48,7,5,47.0,7
"Vizianagaram","I","I",0.0,1.0,48,7,11,47.0,7
"Kadapa","I","I",0.0,1.0,48,7,4,47.0,7
"Srikakulam","I","I",0.0,1.0,48,7,9,47.0,7
"Visakhapatnam","I","I",0.0,1.0,48,7,10,47.0,7
"Kurnool","I","I",0.0,1.0,48,7,6,47.0,7
"Nellore","S","I",1.0,0.0,48,7,7,47.0,7
"Anantapur","I","I",0.0,1.0,48,7,0,47.0,7
"Chittoor","I","I",0.0,1.0,48,7,1,47.0,7
"Guntur","I","I",0.0,1.0,48,7,3,47.0,7
"Prakasam","I","I",0.0,1.0,48,7,8,47.0,7
"East-Godavari","I","I",0.0,1.0,48,7,2,47.0,7
"West-Godavari","I","I",0.0,1.0,48,7,12,47.0,7
"Krishna","I","I",0.0,1.0,48,7,5,47.0,7
"Vizianagaram","I","I",0.0,1.0,48,7,11,47.0,7
"Kadapa","I","I",0.0,1.0,48,7,4,47.0,7
"Srikakulam","I","I",0.0,1.0,48,7,9,47.0,7
"Visakhapatnam","I","I",0.0,1.0,48,7,10,47.0,7
"Kurnool","I","I",0.0,1.0,48,7,6,47.0,7
"Nellore","S","I",1.0,0.0,48,7,7,47.0,7
"Anantapur","I","I",0.0,1.0,48,7,0,47.0,7
"Chittoor","I","I",0.0,1.0,48,7,1,47.0,7
"Guntur","I","I",0.0,1.0,48,7,3,47.0,7
"Prakasam","I","I",0.0,1.0,48,7,8,47.0,7
"East-Godavari","I","I",0.0,1.0,48,7,2,47.0,7
"Chittoor","I","I",0.3351213348017867,0.6648786651982134,2,9,1,1.0,9
"Kadapa","S","I",0.7142741547436174,0.28572584525638256,2,9,4,1.0,9
"Anantapur","S","I",0.7170198689946155,0.28298013100538455,2,9,0,1.0,9
"Visakhapatnam","I","I",0.35435400013471274,0.6456459998652873,2,9,10,1.0,9
"Srikakulam","R","S",0.4668992945830462,0.5331007054169538,2,9,9,1.0,9
"Nellore","I","I",0.269196535968032,0.7308034640319679,2,9,7,1.0,9
"Guntur","R","R",0.6816414160691385,0.31835858393086147,2,9,3,1.0,9
"Vizianagaram","R","S",0.6349717911425609,0.3650282088574392,2,9,11,1.0,9
"East-Godavari","I","R",0.3645206862591818,0.6354793137408182,2,9,2,1.0,9
"Prakasam","S","S",0.7155258190586756,0.2844741809413244,2,9,8,1.0,9
"West-Godavari","S","I",0.7136795609888676,0.2863204390111323,2,9,12,1.0,9
"Krishna","I","I",0.35360043017323534,0.6463995698267647,2,9,5,1.0,9
"Kurnool","I","I",0.2676013362784473,0.7323986637215528,2,9,6,1.0,9
"Chittoor","R","S",0.5368176475351117,0.46318235246488826,3,9,1,2.0,9
"Kadapa","S","I",0.7908725540170948,0.20912744598290522,3,9,4,2.0,9
"Anantapur","I","R",0.43625332318943194,0.563746676810568,3,9,0,2.0,9
"Visakhapatnam","I","I",0.4541110625238742,0.5458889374761259,3,9,10,2.0,9
"Srikakulam","S","I",0.7183942498626503,0.28160575013734973,3,9,9,2.0,9
"Nellore","R","R",0.4937023151182706,0.5062976848817293,3,9,7,2.0,9
"Guntur","S","I",0.7212638667565859,0.27873613324341406,3,9,3,2.0,9
"Vizianagaram","S","S",0.714573384530783,0.28542661546921694,3,9,11,2.0,9
"East-Godavari","R","S",0.5590399499025922,0.44096005009740785,3,9,2,2.0,9
"Prakasam","I","R",0.4360680027236289,0.5639319972763712,3,9,8,2.0,9
"West-Godavari","I","I",0.4383615946123748,0.5616384053876251,3,9,12,2.0,9
"Krishna","I","I",0.45226911949455173,0.5477308805054482,3,9,5,2.0,9
"Kurnool","I","R",0.45052907026373884,0.549470929736261,3,9,6,2.0,9
"Chittoor","S","I",0.6354764439842436,0.3645235560157564,4,9,1,3.0,9
